occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
778906,occ,NA,NA,48516,Sphenosuchia indet.,suborder,38313,invalid subgroup of,Crocodylomorpha,NA,unranked clade,53401,Norian,,228,208.5,Hunt,2001,32312,Chordata,Reptilia,Loricata,,,NA,NA,6,specimens,-103.379997,35.365276,,"NMMNH Loc. 001, Revuelto Creek",NA,,US,New Mexico,Quay,stated in text,seconds,outcrop,"along Revuelto Creek, S of highway and railroad crossings 5 mi. W of San Jon, Quay Co., NM. NE 1/4, NE 1/4, SE 1/4, sec ?, T10N, R33E. [Gregory lists secs. 10, 14, 15.]",gplates,101,mid,-32.29,9.9,US,,Bull Canyon,Dockum,,bed,,,,,,,,NA,NA,,,sandstone,,,,Y,,,,,,fine channel fill,,"""low energy channel infilling""",mesofossils,,,,,,NA,,"body,trace",,,,concentrate,concentrated,,,,occasional,,,coprolites the most abundant fossil,taxonomic,"bulk,sieve,field collection",NMMNH,,,6000 kg,J. Gregory,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
778924,occ,35933,NA,57071,Phytosauridae indet.,unranked clade,38293,replaced by,Mystriosuchinae,NA,subfamily,159225,Norian,,228,208.5,Hunt and Lucas,1993,28078,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,NA,,-104.150558,34.979168,,"NMMNH Loc. 110, Luciano Mesa",NA,"Lucianosaurus type; NMMNH L-00110, Bull Canyon, Luciana Mesa",US,New Mexico,Guadalupe,stated in text,seconds,small collection,"within Bull Canyon, near Luciano (= Luciana) Mesa; SW 1/4, SW 1/4, SE 1/4, sec 28, T9N, R26E",gplates,101,mid,-32.99,9.62,US,,Bull Canyon,Dockum,,bed,,,,,,,,NA,NA,"Upper portion of formation, ca. 30 ft below base of Redonda Fm. Possibly middle Norian. Revueltian","""gravelly mudstone"" within a siltstone-dominated deposit",siltstone,,,,,mudstone,,,conglomeratic,Y,crevasse splay,,"""sheetflood deposit""",mesofossils,,,,,,NA,,body,,,,concentrate,concentrated,,,,,,,,taxonomic,"bulk,sieve,field collection",NMMNH,,,5000 kg,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
778938,occ,20902,NA,83737,Phytosauridae indet.,unranked clade,38293,replaced by,Mystriosuchinae,NA,subfamily,159225,Norian,,228,208.5,Hunt and Lucas,1993,28078,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,16,specimens,-103.332497,34.978333,,"Shark Tooth Hill, NMMNH Loc. 487",NA,"NMMNH L-487, SMU Loc. #133, SMU Loc. #134",US,New Mexico,Quay,stated in text,seconds,outcrop,"Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec 28, T9N, R34E; immediately E of Sand Canyon Arroyo, 7.5 mi. S of San Jon, in eastern Quay County.  Two SMU localities at slightly different levels and facies, but collections not separated.",gplates,101,mid,-32.32,9.52,US,,Redonda,Chinle,Duke Ranch,group of beds,,,,,,,,NA,NA,"upper part of formation, Apachean. Two levels.","""a 40-50-cm-thick, matrix-supported conglomerate"" with oolites; also a ""red lenticular siltstone""",conglomerate,ooidal,,,Y,siltstone,"lenticular,red",,,Y,"""floodplain""",,"""a subaqueous flow or beach deposit"", with one locality probably an overbank/crevasse splay, and another a pond.","mesofossils,microfossils",,,,,,NA,,body,,,,concentrate,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection","NMMNH,YPM",,,1400 kg,"P. Murry, A. Hunt, S. Lucas","1947, 1981, 1986-1987",,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
778940,occ,NA,NA,83737,n. gen. Redondasaurus n. sp. gregorii,species,347629,,Redondasaurus gregorii,NA,species,347629,Norian,,228,208.5,Hunt and Lucas,1993,28127,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,1,individuals,-103.332497,34.978333,"YPM 3294, skull","Shark Tooth Hill, NMMNH Loc. 487",NA,"NMMNH L-487, SMU Loc. #133, SMU Loc. #134",US,New Mexico,Quay,stated in text,seconds,outcrop,"Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec 28, T9N, R34E; immediately E of Sand Canyon Arroyo, 7.5 mi. S of San Jon, in eastern Quay County.  Two SMU localities at slightly different levels and facies, but collections not separated.",gplates,101,mid,-32.32,9.52,US,,Redonda,Chinle,Duke Ranch,group of beds,,,,,,,,NA,NA,"upper part of formation, Apachean. Two levels.","""a 40-50-cm-thick, matrix-supported conglomerate"" with oolites; also a ""red lenticular siltstone""",conglomerate,ooidal,,,Y,siltstone,"lenticular,red",,,Y,"""floodplain""",,"""a subaqueous flow or beach deposit"", with one locality probably an overbank/crevasse splay, and another a pond.","mesofossils,microfossils",,,,,,NA,,body,,,,concentrate,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection","NMMNH,YPM",,,1400 kg,"P. Murry, A. Hunt, S. Lucas","1947, 1981, 1986-1987",,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
778944,occ,32898,NA,83738,Redondasaurus gregorii,species,347629,,Redondasaurus gregorii,NA,species,347629,Norian,,228,208.5,Spielmann and Lucas,2012,60778,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,NA,,-103.433334,34.943611,,"Apache Canyon, NMMNH L-485",NA,"Gregory's Quarry 2, UCMP 6148, YPM 6649",US,New Mexico,Quay,stated in text,seconds,outcrop,"NW 1/4 NE 1/4 NW 1/4 section 3, T8N, R33E. N and E sides of Apache Canyon, where road from Norton to Grady climbs the high plains escarpment.",gplates,101,mid,-32.4,9.49,US,,Redonda,Chinle,Duke Ranch,bed,,,,,,,,NA,NA,Apachean LVF. Upper part of the formatiom,"""a clay-pebble conglomerate""",conglomerate,pebbly,,argillaceous,Y,,,,,,crevasse splay,,"""an unchannelized flow (flood deposit)""","macrofossils,mesofossils",,,,,,NA,,body,,,,concentrate,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",NMMNH,,,2000 kg,J. Gregory; A. Hunt & S. Lucas,1990,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
778949,occ,22804,NA,83738,n. gen. Redondasuchus n. sp. reseri,species,159295,,Redondasuchus reseri,NA,species,159295,Norian,,228,208.5,Hunt and Lucas,1991,31731,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Redondasuchus,NA,NA,19,specimens,-103.433334,34.943611,,"Apache Canyon, NMMNH L-485",NA,"Gregory's Quarry 2, UCMP 6148, YPM 6649",US,New Mexico,Quay,stated in text,seconds,outcrop,"NW 1/4 NE 1/4 NW 1/4 section 3, T8N, R33E. N and E sides of Apache Canyon, where road from Norton to Grady climbs the high plains escarpment.",gplates,101,mid,-32.4,9.49,US,,Redonda,Chinle,Duke Ranch,bed,,,,,,,,NA,NA,Apachean LVF. Upper part of the formatiom,"""a clay-pebble conglomerate""",conglomerate,pebbly,,argillaceous,Y,,,,,,crevasse splay,,"""an unchannelized flow (flood deposit)""","macrofossils,mesofossils",,,,,,NA,,body,,,,concentrate,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",NMMNH,,,2000 kg,J. Gregory; A. Hunt & S. Lucas,1990,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
778958,occ,NA,NA,83740,Phytosauridae indet.,unranked clade,38293,replaced by,Mystriosuchinae,NA,subfamily,159225,Norian,,228,208.5,Hunt and Lucas,1993,28078,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,,NA,NA,NA,,-103.152702,36.937901,,"Sloan Canyon, NMMNH Loc. 325",NA,"NMMNH L-325, Sloan Creek",US,New Mexico,Union,stated in text,4,outcrop,"in type section of Sloan Canyon Fm. in Sloan Canyon; NW 1/4, SW 1/4, NW 1/4, sec 12, T31N, R35E; NE Union County",gplates,101,mid,-31.86,11.43,US,,Sloan Canyon,Chinle,,bed,,,,,,,,NA,NA,Apachean,"""a well-sorted intraformational conglomerate""",conglomerate,,,,Y,,,,,,lacustrine indet.,,"""a lacustine-beach deposit""",mesofossils,,,,,,NA,,body,,,,concentrate,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",NMMNH,,,550 kg,A. Hunt & S. Lucas,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
779002,occ,32896,NA,83738,Sphenosuchidae indet.,family,38317,,Sphenosuchidae,NA,family,38317,Norian,,228,208.5,Spielmann and Lucas,2012,60778,Chordata,Reptilia,Loricata,Sphenosuchidae,,NA,NA,3,specimens,-103.433334,34.943611,"NMMNH P-7016, 4756, 17061, centra and scutes","Apache Canyon, NMMNH L-485",NA,"Gregory's Quarry 2, UCMP 6148, YPM 6649",US,New Mexico,Quay,stated in text,seconds,outcrop,"NW 1/4 NE 1/4 NW 1/4 section 3, T8N, R33E. N and E sides of Apache Canyon, where road from Norton to Grady climbs the high plains escarpment.",gplates,101,mid,-32.4,9.49,US,,Redonda,Chinle,Duke Ranch,bed,,,,,,,,NA,NA,Apachean LVF. Upper part of the formatiom,"""a clay-pebble conglomerate""",conglomerate,pebbly,,argillaceous,Y,,,,,,crevasse splay,,"""an unchannelized flow (flood deposit)""","macrofossils,mesofossils",,,,,,NA,,body,,,,concentrate,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",NMMNH,,,2000 kg,J. Gregory; A. Hunt & S. Lucas,1990,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780614,occ,NA,NA,48423,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Kirby,1991,31651,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,1,specimens,-111.247223,35.841667,"MNA V6711, dermal armor fragments","MNA 791, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"at head of wash between Tenner and Tonehehand washes, on Ward Terrace, Navajo Nation",gplates,101,mid,-38.6,11.56,US,,Chinle,,Owl Rock,member,,,,,,,,NA,NA,Kent et al. 2019: Owl Rock Member surrounds poorly defined Norian-Rhaetian boundary. Kent et al. 2019 state the boundary falls within magnetozone PF1r which corresponds to chron polarity E17 which is approximately 209.5Ma.,,not reported,,,,,,,,,,"""channel""",,"""proximal floodbasin"" in a distributary channel",mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"selective quarrying,surface (float),mechanical,field collection",,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
780615,occ,22741,NA,48423,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Norian,,228,208.5,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,NA,,-111.247223,35.841667,,"MNA 791, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"at head of wash between Tenner and Tonehehand washes, on Ward Terrace, Navajo Nation",gplates,101,mid,-38.6,11.56,US,,Chinle,,Owl Rock,member,,,,,,,,NA,NA,Kent et al. 2019: Owl Rock Member surrounds poorly defined Norian-Rhaetian boundary. Kent et al. 2019 state the boundary falls within magnetozone PF1r which corresponds to chron polarity E17 which is approximately 209.5Ma.,,not reported,,,,,,,,,,"""channel""",,"""proximal floodbasin"" in a distributary channel",mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"selective quarrying,surface (float),mechanical,field collection",,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780616,occ,22742,NA,48423,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Norian,,228,208.5,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,NA,,-111.247223,35.841667,,"MNA 791, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"at head of wash between Tenner and Tonehehand washes, on Ward Terrace, Navajo Nation",gplates,101,mid,-38.6,11.56,US,,Chinle,,Owl Rock,member,,,,,,,,NA,NA,Kent et al. 2019: Owl Rock Member surrounds poorly defined Norian-Rhaetian boundary. Kent et al. 2019 state the boundary falls within magnetozone PF1r which corresponds to chron polarity E17 which is approximately 209.5Ma.,,not reported,,,,,,,,,,"""channel""",,"""proximal floodbasin"" in a distributary channel",mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,"selective quarrying,surface (float),mechanical,field collection",,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780623,occ,NA,NA,84009,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Rhaetian,,208.5,201.3,Kirby,1991,31651,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,2,elements,-111.35833,36.087502,"MNA V400, lateral plate. MNA V6710, armor fragment","MNA 214, north end of Ward Terrace",NA,UCMP V79713,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 214, N end of Ward Terrace",gplates,101,mid,-39.98,10.91,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,upper part of Owl Rock Member,,mudstone,,,,Y,,,,,,fine channel fill,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
780624,occ,22743,NA,84009,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Rhaetian,,208.5,201.3,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,1,individuals,-111.35833,36.087502,"MNA V3478, large skull. Possibly associated postcranial material, including MNA V7105-7111)","MNA 214, north end of Ward Terrace",NA,UCMP V79713,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 214, N end of Ward Terrace",gplates,101,mid,-39.98,10.91,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,upper part of Owl Rock Member,,mudstone,,,,Y,,,,,,fine channel fill,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780625,occ,22744,NA,84009,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Rhaetian,,208.5,201.3,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,27,elements,-111.35833,36.087502,"MNA V93, 291, 393-395, 397, 406, 1424, 1507, 1509, 5472, 5474-5475, 7113-7115, 7116-7120, 7122, 7124-7127, cranial and postcranial elements","MNA 214, north end of Ward Terrace",NA,UCMP V79713,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 214, N end of Ward Terrace",gplates,101,mid,-39.98,10.91,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,upper part of Owl Rock Member,,mudstone,,,,Y,,,,,,fine channel fill,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780630,occ,22745,NA,84010,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Rhaetian,,208.5,201.3,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,1,specimens,-111.336113,36.069443,"MNA V7211, maxillary fragment","MNA 1060, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 1060, N end of Ward Terrace",gplates,101,mid,-39.97,10.89,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,upper part of Owl Rock Member,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780633,occ,NA,NA,84012,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Rhaetian,,208.5,201.3,Kirby,1991,31651,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,13,elements,-111.287498,35.900002,"MNA V5563-5565, 5569, 5580-5581, paramedian plates. MNA V5562, 5568, 6707, 6801, lateral plates. MNA V5584-5585, 6799, armor fragments","MNA 908, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,minutes,small collection,"MNA 908, Ward Terrace",gplates,101,mid,-39.94,10.72,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
780634,occ,22746,NA,84012,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Rhaetian,,208.5,201.3,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,NA,,-111.287498,35.900002,,"MNA 908, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,minutes,small collection,"MNA 908, Ward Terrace",gplates,101,mid,-39.94,10.72,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780635,occ,22747,NA,84012,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Rhaetian,,208.5,201.3,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,4,elements,-111.287498,35.900002,"MNA V7206-7209, postorbital, rib and scutes","MNA 908, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,minutes,small collection,"MNA 908, Ward Terrace",gplates,101,mid,-39.94,10.72,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780638,occ,NA,NA,84013,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Rhaetian,,208.5,201.3,Kirby,1991,31651,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,1,specimens,-111.287498,35.891666,"MNA V5561, dermal armor fragments","MNA 851, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 851, Ward Terrace",gplates,101,mid,-39.95,10.71,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
780639,occ,22748,NA,84013,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Rhaetian,,208.5,201.3,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,NA,,-111.287498,35.891666,,"MNA 851, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 851, Ward Terrace",gplates,101,mid,-39.95,10.71,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780640,occ,22749,NA,84013,Pseudopalatus buceros,species,69068,recombined as,Machaeroprosopus buceros,NA,species,69065,Rhaetian,,208.5,201.3,Spielmann et al.,2007,31658,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,10,elements,-111.287498,35.891666,"MNA V7169-7171, 7178-7180, 7183-7184, 7189-7190 ","MNA 851, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 851, Ward Terrace",gplates,101,mid,-39.95,10.71,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780641,occ,NA,NA,84014,cf. Chatterjeea sp.,genus,144567,subjective synonym of,Shuvosaurus,NA,genus,90274,Rhaetian,,208.5,201.3,Kirby,1993,28148,Chordata,Reptilia,NO_ORDER_SPECIFIED,Shuvosauridae,Shuvosaurus,NA,NA,NA,,-111.277779,35.884724,,"MNA 852, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 852, Ward Terrace",gplates,101,mid,-39.94,10.7,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
780642,occ,NA,NA,84014,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Rhaetian,,208.5,201.3,Kirby,1991,31651,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,3,elements,-111.277779,35.884724,"MNA 6750, paramedian plate. MNA V5574, 6705, centra","MNA 852, Ward Terrace",NA,,US,Arizona,Coconino,estimated from map,seconds,small collection,"MNA 852, Ward Terrace",gplates,101,mid,-39.94,10.7,US,,Chinle,,Owl Rock,bed,,,,,,,,NA,NA,,,mudstone,,,,Y,,,,,,crevasse splay,,,mesofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
